Retailer,Adidas Sales Database Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Total Sales,Operating Profit,Operating Margin,Sales Method,Units Sold Cleaned,Total Sales norm,Operating Profit norm,State - City,State_grouped,Month
Foot Locker,"1185732,00",2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,"65,00","162,50","81,20","0,50",Outlet,"2,50","0,41","0,50",Illinois - Chicago,Otros,August
Foot Locker,"1185732,00",2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,"60,00","300,00","120,00","0,40",Outlet,"5,00","0,75","0,74",Illinois - Chicago,Otros,August
Foot Locker,"1185732,00",2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,"50,00","150,00","52,50","0,35",Outlet,"3,00","0,38","0,32",Illinois - Chicago,Otros,August
Foot Locker,"1185732,00",2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,"50,00","125,00","43,80","0,35",Outlet,"2,50","0,31","0,27",Illinois - Chicago,Otros,August
Foot Locker,"1185732,00",2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,"50,00","100,00","40,00","0,40",Outlet,"2,00","0,25","0,25",Illinois - Chicago,Otros,August
Foot Locker,"1185732,00",2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,"60,00","120,00","42,00","0,35",Outlet,"2,00","0,30","0,26",Illinois - Chicago,Otros,August
Foot Locker,"1185732,00",2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,"65,00","195,00","97,50","0,50",Outlet,"3,00","0,49","0,60",Illinois - Chicago,Otros,August
Sports Direct,"1197831,00",2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,"20,00","145,00","43,50","0,30",Outlet,"7,25","0,36","0,27",Illinois - Chicago,Otros,August
Sports Direct,"1197831,00",2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,"30,00","217,50","65,20","0,30",Outlet,"7,25","0,55","0,40",Illinois - Chicago,Otros,August
Sports Direct,"1197831,00",2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,"30,00","157,50","47,20","0,30",Outlet,"5,25","0,39","0,29",Illinois - Chicago,Otros,August
Sports Direct,"1197831,00",2021-08-14,Midwest,Illinois,Chicago,Women's Athletic Footwear,"35,00","183,80","73,50","0,40",Outlet,"5,25","0,46","0,45",Illinois - Chicago,Otros,August
Sports Direct,"1197831,00",2021-08-15,South,Texas,Dallas,Men's Apparel,"40,00","150,00","37,50","0,25",Outlet,"3,75","0,38","0,23",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-16,South,Texas,Dallas,Women's Apparel,"35,00","183,80","82,70","0,45",Outlet,"5,25","0,46","0,51",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-17,South,Texas,Dallas,Men's Street Footwear,"25,00","168,80","50,60","0,30",Outlet,"6,75","0,42","0,31",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,"35,00","227,50","68,20","0,30",Outlet,"6,50","0,57","0,42",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-19,South,Texas,Dallas,Women's Street Footwear,"35,00","166,20","49,90","0,30",Outlet,"4,75","0,42","0,31",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,"35,00","148,80","59,50","0,40",Outlet,"4,25","0,37","0,37",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-21,South,Texas,Dallas,Men's Apparel,"40,00","120,00","30,00","0,25",Outlet,"3,00","0,30","0,18",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-22,South,Texas,Dallas,Women's Apparel,"35,00","175,00","78,80","0,45",Outlet,"5,00","0,44","0,48",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-23,South,Texas,Dallas,Men's Street Footwear,"30,00","202,50","70,90","0,35",Outlet,"6,75","0,51","0,44",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,"40,00","270,00","94,50","0,35",Outlet,"6,75","0,68","0,58",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-25,South,Texas,Dallas,Women's Street Footwear,"30,00","150,00","52,50","0,35",Outlet,"5,00","0,38","0,32",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,"35,00","140,00","63,00","0,45",Outlet,"4,00","0,35","0,39",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-27,South,Texas,Dallas,Men's Apparel,"40,00","120,00","36,00","0,30",Outlet,"3,00","0,30","0,22",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-28,South,Texas,Dallas,Women's Apparel,"35,00","157,50","78,80","0,50",Outlet,"4,50","0,39","0,48",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-29,South,Texas,Dallas,Men's Street Footwear,"20,00","140,00","49,00","0,35",Outlet,"7,00","0,35","0,30",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,"30,00","210,00","73,50","0,35",Outlet,"7,00","0,53","0,45",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-08-31,South,Texas,Dallas,Women's Street Footwear,"25,00","131,20","45,90","0,35",Outlet,"5,25","0,33","0,28",Texas - Dallas,Texas,August
Sports Direct,"1197831,00",2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,"30,00","127,50","57,40","0,45",Outlet,"4,25","0,32","0,35",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-02,South,Texas,Dallas,Men's Apparel,"35,00","113,80","34,10","0,30",Outlet,"3,25","0,29","0,21",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-03,South,Texas,Dallas,Women's Apparel,"30,00","180,00","90,00","0,50",Outlet,"6,00","0,45","0,55",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-06,South,Texas,Dallas,Women's Street Footwear,"25,00","156,20","54,70","0,35",Outlet,"6,25","0,39","0,34",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,"35,00","192,50","86,60","0,45",Outlet,"5,50","0,48","0,53",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-08,South,Texas,Dallas,Men's Apparel,"50,00","225,00","67,50","0,30",Outlet,"4,50","0,56","0,42",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-12,South,Texas,Dallas,Women's Street Footwear,"45,00","292,50","102,40","0,35",Outlet,"6,50","0,73","0,63",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,"45,00","270,00","121,50","0,45",Outlet,"6,00","0,68","0,75",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-14,South,Texas,Dallas,Men's Apparel,"50,00","250,00","75,00","0,30",Outlet,"5,00","0,63","0,46",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-19,South,Texas,Dallas,Women's Athletic Footwear,"45,00","258,80","129,40","0,50",Outlet,"5,75","0,65","0,80",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-20,South,Texas,Dallas,Men's Apparel,"50,00","287,50","100,60","0,35",Outlet,"5,75","0,72","0,62",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,"50,00","262,50","131,20","0,50",Outlet,"5,25","0,66","0,81",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-26,South,Texas,Dallas,Men's Apparel,"55,00","288,80","101,10","0,35",Outlet,"5,25","0,72","0,62",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-28,South,Texas,Dallas,Men's Street Footwear,"55,00","398,80","159,50","0,40",Outlet,"7,25","1,00","0,98",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,"55,00","371,20","148,50","0,40",Outlet,"6,75","0,93","0,91",Texas - Dallas,Texas,September
Sports Direct,"1197831,00",2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,"60,00","270,00","135,00","0,50",Outlet,"4,50","0,68","0,83",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-02,South,Texas,Dallas,Men's Apparel,"55,00","247,50","86,60","0,35",Outlet,"4,50","0,62","0,53",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-04,South,Texas,Dallas,Men's Street Footwear,"40,00","250,00","100,00","0,40",Outlet,"6,25","0,63","0,62",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-05,South,Texas,Dallas,Men's Athletic Footwear,"40,00","250,00","100,00","0,40",Outlet,"6,25","0,63","0,62",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-06,South,Texas,Dallas,Women's Street Footwear,"45,00","258,80","103,50","0,40",Outlet,"5,75","0,65","0,64",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,"45,00","191,20","95,60","0,50",Outlet,"4,25","0,48","0,59",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-08,South,Texas,Dallas,Men's Apparel,"40,00","160,00","56,00","0,35",Outlet,"4,00","0,40","0,34",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-09,South,Texas,Dallas,Women's Apparel,"50,00","287,50","158,10","0,55",Outlet,"5,75","0,72","0,97",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-10,South,Texas,Dallas,Men's Street Footwear,"40,00","290,00","116,00","0,40",Outlet,"7,25","0,73","0,71",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,"40,00","290,00","116,00","0,40",Outlet,"7,25","0,73","0,71",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,"65,00","325,00","162,50","0,50",Outlet,"5,00","0,81","1,00",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-14,South,Texas,Dallas,Men's Apparel,"60,00","285,00","99,80","0,35",Outlet,"4,75","0,71","0,61",Texas - Dallas,Texas,October
Sports Direct,"1197831,00",2021-10-20,South,Texas,Dallas,Men's Apparel,"60,00","315,00","110,20","0,35",Outlet,"5,25","0,79","0,68",Texas - Dallas,Texas,October
Foot Locker,"1185732,00",2021-10-22,South,Texas,Dallas,Men's Street Footwear,"45,00","191,20","105,20","0,55",Outlet,"4,25","0,48","0,65",Texas - Dallas,Texas,October
Foot Locker,"1185732,00",2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,"45,00","101,20","35,40","0,35",Outlet,"2,25","0,25","0,22",Texas - Dallas,Texas,October
Foot Locker,"1185732,00",2021-10-24,South,Texas,Dallas,Women's Street Footwear,"35,00","78,80","31,50","0,40",Outlet,"2,25","0,20","0,19",Texas - Dallas,Texas,October
Foot Locker,"1185732,00",2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,"40,00","30,00","12,00","0,40",Outlet,"0,75","0,08","0,07",Texas - Dallas,Texas,October
Foot Locker,"1185732,00",2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"55,00","68,80","24,10","0,35",Outlet,"1,25","0,17","0,15",Pennsylvania - Philadelphia,Otros,October
Foot Locker,"1185732,00",2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"45,00","101,20","30,40","0,30",Outlet,"2,25","0,25","0,19",Pennsylvania - Philadelphia,Otros,October
Foot Locker,"1185732,00",2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,"45,00","213,80","117,60","0,55",Outlet,"4,75","0,54","0,72",Pennsylvania - Philadelphia,Otros,October
Foot Locker,"1185732,00",2021-10-29,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"45,00","56,20","19,70","0,35",Outlet,"1,25","0,14","0,12",Pennsylvania - Philadelphia,Otros,October
Foot Locker,"1185732,00",2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"35,00","61,20","24,50","0,40",Outlet,"1,75","0,15","0,15",Pennsylvania - Philadelphia,Otros,October
Foot Locker,"1185732,00",2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"40,00","20,00","8,00","0,40",Outlet,"0,50","0,05","0,05",Pennsylvania - Philadelphia,Otros,October
Foot Locker,"1185732,00",2021-11-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"55,00","68,80","24,10","0,35",Outlet,"1,25","0,17","0,15",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"45,00","101,20","30,40","0,30",Outlet,"2,25","0,25","0,19",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,"50,00","222,50","122,40","0,55",Outlet,"4,45","0,56","0,75",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"50,00","75,00","26,20","0,35",Outlet,"1,50","0,19","0,16",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"40,00","70,00","28,00","0,40",Outlet,"1,75","0,18","0,17",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"45,00","11,20","4,50","0,40",Outlet,"0,25","0,03","0,03",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"60,00","45,00","13,50","0,30",Outlet,"0,75","0,11","0,08",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"50,00","87,50","21,90","0,25",Outlet,"1,75","0,22","0,13",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,"50,00","225,00","112,50","0,50",Outlet,"4,50","0,56","0,69",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"50,00","75,00","22,50","0,30",Outlet,"1,50","0,19","0,14",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"40,00","60,00","21,00","0,35",Outlet,"1,50","0,15","0,13",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"45,00","33,80","11,80","0,35",Outlet,"0,75","0,08","0,07",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"60,00","45,00","13,50","0,30",Outlet,"0,75","0,11","0,08",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"50,00","100,00","25,00","0,25",Outlet,"2,00","0,25","0,15",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,"60,00","282,00","141,00","0,50",Outlet,"4,70","0,71","0,87",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"60,00","105,00","31,50","0,30",Outlet,"1,75","0,26","0,19",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"55,00","82,50","28,90","0,35",Outlet,"1,50","0,21","0,18",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"55,00","55,00","19,20","0,35",Outlet,"1,00","0,14","0,12",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"65,00","81,20","24,40","0,30",Outlet,"1,25","0,20","0,15",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"70,00","175,00","52,50","0,30",Outlet,"2,50","0,44","0,32",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"60,00","150,00","52,50","0,35",Outlet,"2,50","0,38","0,32",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"55,00","96,20","38,50","0,40",Outlet,"1,75","0,24","0,24",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"55,00","82,50","33,00","0,40",Outlet,"1,50","0,21","0,20",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"65,00","97,50","34,10","0,35",Outlet,"1,50","0,24","0,21",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"70,00","210,00","63,00","0,30",Outlet,"3,00","0,53","0,39",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"60,00","180,00","63,00","0,35",Outlet,"3,00","0,45","0,39",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"55,00","123,80","49,50","0,40",Outlet,"2,25","0,31","0,30",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"55,00","96,20","38,50","0,40",Outlet,"1,75","0,24","0,24",Pennsylvania - Philadelphia,Otros,November
Foot Locker,"1185732,00",2021-12-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"65,00","130,00","45,50","0,35",Outlet,"2,00","0,33","0,28",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"70,00","262,50","78,80","0,30",Outlet,"3,75","0,66","0,48",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"60,00","180,00","63,00","0,35",Outlet,"3,00","0,45","0,39",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,"55,00","123,80","49,50","0,40",Outlet,"2,25","0,31","0,30",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,"55,00","110,00","44,00","0,40",Outlet,"2,00","0,28","0,27",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,"65,00","113,80","39,80","0,35",Outlet,"1,75","0,29","0,24",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,"70,00","245,00","73,50","0,30",Outlet,"3,50","0,61","0,45",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,"65,00","308,80","154,40","0,50",Outlet,"4,75","0,77","0,95",Pennsylvania - Philadelphia,Otros,December
Foot Locker,"1185732,00",2021-12-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,"50,00","137,50","41,20","0,30",Outlet,"2,75","0,34","0,25",Pennsylvania - Philadelphia,Otros,December
